Title,Image,totalphotos,Label,detail,mn,headerdetail,headerdetail1,Price,View
"Oficina sobre Costera Miguel Alemán, a un costado del Centro de Convenciones, excelente ubicación primer y segundo piso se renta junto o por separado 100 metros cada piso (8)",,42370,"
            5 meses en Propiedades.com
            ","
                        COSTERA MIGUEL ALEMAN
                      ",Actualizada el 17/03/2022,"
                      
                          
                               N/D
                          
                      
                    ","
                        
                            
                                200
                            
                        
                    ","
                          $ 13 mil MN
                        ","
                    Ver propiedad
                  "
"LOCAL COMERCIAL EN RENTA CUAUHTEMOC 166SE RENTA LOCAL En plaza Cuauhtémoc 166Superficie Aprox 27 m2 Se ubica en 1er. Nivel Ideal para oficina, consultorioTienda de ropa y accesorios etc. Renta mensual 6,000.00 pesos Cont...",,44652,"
            6 meses en Propiedades.com
            ","
                        sn
                      ",Actualizada el 17/03/2022,"
                      
                          
                               N/D
                          
                      
                    ","
                        
                            
                                27
                            
                        
                    ","
                          $ 6 mil MN
                        ","
                    Ver propiedad
                  "
"Oficina en renta 3er piso. 378.5m2 incluye estacionamiento $300 pesos por m2( no incluye mantenimiento ) el mantenimiento el 10% del monto de la renta. $131, 718 PRECIO CON IVA",,44927,"
            2 años en Propiedades.com
            ","
                        Colonia Acapulco de Juárez Centro
                      ",Actualizada el 17/03/2022,"
                      
                          
                               N/D
                          
                      
                    ","
                        
                            
                                378.51
                            
                        
                    ","
                          $ 131.7 mil MN
                        ","
                    Ver propiedad
                  "
"Oficinas Costera Miguel Alemán. excelente ubicación, piso completo posibilidad de subdividir, 475 M2 totales precio $300 pesos por m2. Total: $165,300 pesos con IVA",,43831,"
            2 años en Propiedades.com
            ","
                        Colonia Costa Azul
                      ",Actualizada el 17/03/2022,"
                      
                          
                               N/D
                          
                      
                    ","
                        
                            
                                475
                            
                        
                    ","
                          $ 165.3 mil MN
                        ","
                    Ver propiedad
                  "
"LOCAL COMERCIAL EN RENTA CUAUHTEMOC 166SE RENTA LOCAL En plaza Cuauhtémoc 166Superficie Aprox 27 m2 Se ubica en 1er. Nivel Ideal para oficina, consultorioTienda de ropa y accesorios etc. Renta mensual 6,000.00 pesos Cont...",,44652,"
            6 meses en Propiedades.com
            ","
                        Colonia Magallanes
                      ",Actualizada el 17/03/2022,"
                      
                          
                               N/D
                          
                      
                    ","
                        
                            
                                27
                            
                        
                    ","
                          $ 6 mil MN
                        ","
                    Ver propiedad
                  "
"Se renta oficina en excelente ubicación. La oficina cuenta con interfon, 2 baños , un baño para hombres y un baño para mujeres. El edificio tiene cámara de vigilancia las 24 horas.",,44593,"
            7 meses en Propiedades.com
            ","
                        cerro azul 93
                      ",Actualizada el 17/03/2022,"
                      
                          
                               2
                          
                      
                    ","
                        
                            
                                40
                            
                        
                    ","
                          $ 3.5 mil MN
                        ","
                    Ver propiedad
                  "
"Renta de oficinas de diferentes medidas y precios, en Edificio muy bien ubicado en Costera Miguel Alemán, junto a notarias, bancos, etc. con elevador y seguridad. precios desde $7,200.00 con 36.47 mtrs (8)",,43101,"
            6 meses en Propiedades.com
            ","
                        Costera Miguel Alemán
                      ",Actualizada el 17/03/2022,"
                      
                          
                               N/D
                          
                      
                    ","
                        
                            
                                 N/D m2
                            
                        
                    ","
                          $ 7.2 mil MN
                        ","
                    Ver propiedad
                  "
"Renta de oficinas de diferentes medidas y precios, en Edificio muy bien ubicado en Costera Miguel Alemán, junto a notarias, bancos, etc. con elevador y seguridad. Se renta un piso completo con 253.61 mtrs2",https://propiedadescom.s3.amazonaws.com/files/292x200/costera-miguel-aleman-0-club-deportivo-acapulco-de-juarez-guerrero-22273775-foto-01.jpg,44562,6 meses en Propiedades.com,"
Costera Miguel Aleman	","
Actualizada el 17/03/2022	","

1	","

253	","
$ 49.5 mil MN	","
Ver propiedad
"
"En RENTA Local Comercial Ubicado en Costa Azul a una cuadra de la Costera Ideal para Consultorios , Oficinas , Pasteleria o Tienda de RopaLocalizado en Planta BajaSuperficie 63 m22 oficinas con 1 baño y medioAire AcondicionadoRenta mensual 12,000.00 pesos",https://propiedadescom.s3.amazonaws.com/files/292x200/sn-costa-azul-acapulco-de-juarez-guerrero-22754216-foto-01.jpg,44743,5 meses en Propiedades.com,"
sn	","
Actualizada el 17/03/2022	","

1	","

63	","
$ 12 mil MN	","
Ver propiedad
"
"CAD Torre Latina - Oficina piso 6. Vistas al campo de golf y a la bahía de Santa Lucía con 5 cajones de estacionamiento Las áreas privativas son: Superficie de oficina 236.81 m² Superficie de áreas comunes 16.50 m² Superficie total 253.31 m² Precio de la renta mensual $54,466 (Este importe considera todo el piso, existe la posibilidad de renta por módulos) Costo por metro cuadrado $230 Se incluye renta y cuotas de mantenimiento (más el IVA correspondiente) Torre Latina, Edificio comercial de 12 niveles, con varias opciones de espacios para las diferentes necesidades, ubicada en el corazón financiero de Acapulco, con vistas a la bahía de Santa Lucía, y al Campo de Golf de Acapulco, con una superficie total de construcción de 2,956 m². Servicios: Vigilancia Elevador panorámico Estacionamientos con acceso por medio de elevador .Publicado por Casas Acapulco Diamante a traves INMOMAP",https://propiedadescom.s3.amazonaws.com/files/292x200/avenida-costera-miguel-alemn-2611-club-deportivo-acapulco-de-juarez-guerrero-8878186-foto-01.jpg,12785,3 años en Propiedades.com,"
Colonia Club Deportivo	","
Actualizada el 17/03/2022	","

N/D	","

236	","
$ 54.4 mil MN	","
Ver propiedad
"
"SE RENTA ESPACIO PARA OFICINAS SE UBICA EN PRSEGUNDO  NIVEL.SE UBICA SOBRE LA CARRETERA CAYACO -PTO MARQUES A  LA  ALTURA DEL PUNTO CONOCIDO COMO LA ""LLANTERA "" FTE A LA CFE LLANO LARGO MUY CERCA  A LA PLAZA PATIO (ANTES PLAZA SENDERO ) EL ESPACIO CUENTA CON 40 MTS2 . 1 BAÑO DE USO COMUN ( LO COMPARTE CON 2 LOCALES MAS ) COSTO DE RENTA MENSUAL $ 4000.00 INF 7441 43 83 99 ","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",42005,4 meses en Propiedades.com,"
Colonia Nuevo Cayaco	","
Actualizada el 17/03/2022	","

1	","

40	","
$ 4 mil MN	","
Ver propiedad
"
"SE RENTA ESPACIO PARA OFICINAS ( TODO UN NIVEL ) EL INMUEBLE ES MUY AMPLIO Y SE UBICA EN PRIMER NIVEL CONSTA DE 3 ESPACIOS PRIVADOS 2 BAÑOS COMPLETOS AREA DE ARCHIVERO AREA DE ESTANCIA - SALA.2 BALCONES .SE UBICA SOBRE LA CARRETERA CAYACO -PTO MARQUES A  LA  ALTURA DEL PUNTO CONOCIDO COMO LA ""LLANTERA "" FTE A LA CFE LLANO LARGO MUY CERCA A LA PLAZA PATIO (ANTES PLAZA SENDERO ) EL ESPACIO CUENTA CON 135 MTS2 . COSTO DE RENTA MENSUAL $  10000.00 INF 7441 43 83 99","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",44562,4 meses en Propiedades.com,"
Colonia Nuevo Cayaco	","
Actualizada el 17/03/2022	","

2	","

135	","
$ 10 mil MN	","
Ver propiedad
"
"Renta para Oficinas, giros contables o administrativas, con 4 habitaciones/ divisiones muy amplios con recepción o sala de espera Ubicada a una cuadra de la Costera A cuadra y media del Zocalo de Acapulco Con 4 divisiones","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",44805,2 años en Propiedades.com,"
Colonia Acapulco de Juárez Centro	","
Actualizada el 17/03/2022	","

2	","

120	","
$ 7 mil MN	","
Ver propiedad
"
"Oficina en 1er piso, 32 M2, cuenta con recepción, privado, área de archivo, aire acondicionado. Incluye mantenimiento. A unos pasos de costera, vigilancia, circuito cerrado, zona dorada altamente comercial.","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",44713,2 años en Propiedades.com,"
Colonia Magallanes	","
Actualizada el 17/03/2022	","

N/D	","

32	","
$ 7.5 mil MN	","
Ver propiedad
"
"SE RENTA ESPACIO PARA OFICINAS SE UBICA EN PRSEGUNDO  NIVEL.SE UBICA SOBRE LA CARRETERA CAYACO -PTO MARQUES A  LA  ALTURA DEL PUNTO CONOCIDO COMO LA ""LLANTERA "" FTE A LA CFE LLANO LARGO MUY CERCA  A LA PLAZA PATIO (ANTES PLAZA SENDERO ) EL ESPACIO CUENTA CON 40 MTS2 . 1 BAÑO DE USO COMUN ( LO COMPARTE CON 2 LOCALES MAS ) COSTO DE RENTA MENSUAL $ 4000.00 INF 7441 43 83 99","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",42005,4 meses en Propiedades.com,"
Colonia Nuevo Cayaco	","
Actualizada el 17/03/2022	","

1	","

40	","
$ 4 mil MN	","
Ver propiedad
"
"SE RENTA AMPLIO ESPACIO PARA OFICINASE UBICA EN PRSEGUNDO  NIVELCUENTA CON DIVISION ( DIVIDIDO EN 2 PARTES )SE UBICA SOBRE LA CARRETERA CAYACO -PTO MARQUES A  LA  ALTURA DEL PUNTO CONOCIDO COMO LA ""LLANTERA "" FTE A LA CFE LLANO LARGO MUY CERCA  A LA PLAZA PATIO (ANTES PLAZA SENDERO ) EL ESPACIO CUENTA CON 40 MTS2 . 1 BAÑO DE USO COMUN ( LO COMPARTE CON 2 LOCALES MAS ) COSTO DE RENTA MENSUAL $ 6000.00 INF 7441 43 83 99","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",43101,4 meses en Propiedades.com,"
Colonia Nuevo Cayaco	","
Actualizada el 17/03/2022	","

1	","

55	","
$ 6 mil MN	","
Ver propiedad
"
EN RENTA ESPACIO  PARA OFICINA UBICADO EN COSTA AZUL  A 100 MTS DE LA  AV COSTERA MIGUEL ALEMAN EXCELENTE UBICACIONZONA RODEADA DE NEGOCIOS EDIFICIO PRIVADO SE UBICA EN LA CALLE CAPITAN F MAURY CASI ESQ CON AV COSTERA MIGUEL ALEMAN A LA ALTURA DEL CONDOMINIO OCEANIC  EL LOCAL SE UBICA EN SEGUNDO NIVEL NO TIENE ELEVADOR CUENTA CON AIRE ACONDICIONADOBAÑOS DE USO COMUN 1 CAJON DE ESTACIONAMIENTO EN EL COSTO DE LA RENTA TIENE DERECHO A 6 RHS AL MES DE USAR UNA SALA DE JUNTAS DE 35MTS2  LA CUAL CUENTA CON PROYECTOR Y AIRE ACONDICIONADO.COSTO DE RENTA MENSUAL $ 12000.00 CON LUZ INCLUIDAAGUALIMPIEZA DE AREAS COMUNES .,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",44835,1 año en Propiedades.com,"
Colonia Costa Azul	","
Actualizada el 17/03/2022	","

1	","

12	","
$ 7.5 mil MN	","
Ver propiedad
"
"Oficina sobre Costera Miguel Alemán, a un costado del Centro de Convenciones, excelente ubicación primer y segundo piso se renta junto o por separado 100 metros cada piso","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",42370,4 meses en Propiedades.com,"
Costera Miguel Aleman	","
Actualizada el 17/03/2022	","

4	","

200	","
$ 13 mil MN	","
Ver propiedad
"
"Despacho Aguas Blancas: Renta mensual $3,500.00 (Tres mil quinientos pesos 00/100 m.n.) más IVA. Área de Despacho: 70m2 * 5m de ancho por 14m de fondo * 2.70m de alto * Instalación eléctrica bifásica. * Uso de suelo (HM 4/35) P.D.U. Z. M. A. ZONA HABITACIONAL MIXTO; apto para la mezcla de usos, en centros y corredores urbanos con comercios y servicios al frente del predio y al fondo o en pisos superiores el uso habitacional","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",44562,5 meses en Propiedades.com,"
Avenida Ejido esquina Cerrada de Rio Bravo #411	","
Actualizada el 17/03/2022	","

","

70	","
$ 3.5 mil MN	","
Ver propiedad
"
"Renta de oficinas de diferentes medidas y precios, en Edificio muy bien ubicado en Costera Miguel Alemán, junto a notarias, bancos, etc. con elevador y seguridad. precios desde: $8,500.00 con 36.47 mtrs2. $19,600.00 con 84.73 mtrs2. (8)","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",43466,6 meses en Propiedades.com,"
COSTERA MIGUEL ALEMAN	","
Actualizada el 17/03/2022	","

","

84.73	","
$ 19.6 mil MN	","
Ver propiedad
"
"Renta de oficinas de diferentes medidas y precios, en Edificio muy bien ubicado en Costera Miguel Alemán, junto a notarias, bancos, etc. con elevador y seguridad. Se renta un piso completo con 253.61 mtrs2 (8)","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",44562,6 meses en Propiedades.com,"
COSTERA MIGUEL ALEMAN	","
Actualizada el 17/03/2022	","

","

253.61	","
$ 58.4 mil MN	","
Ver propiedad
"
"En renta oficina con excelente ubicación. La oficina cuenta con interfon, un baño para hombres y un baño para mujeres en el mismo nivel donde se encuentra la oficina. Dentro de las instalaciones del edificio cuenta con cámaras de seguridad.","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",44621,7 meses en Propiedades.com,"
cerro azul 93	","
Actualizada el 17/03/2022	","

2	","

40	","
$ 3.6 mil MN	","
Ver propiedad
"
"Local comercial ideal para restaurante, escuela , oficina. cuenta con transformador de luz, estacionamientos. ubicado sobre la avenida principal de acapulco.","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",45292,3 años en Propiedades.com,"
Colonia Acapulco de Juárez Centro	","
Actualizada el 17/03/2022	","

N/D	","

520	","
$ 45 mil MN	","
Ver propiedad
"
"En renta oficina con excelente ubicación. La oficina cuenta con interfon, así como 2 baños , un baño para hombres y otro baño para mujeres, ambos en el mismo nivel donde se encuentra la oficina. El edificio cuenta con cámaras de vigilancia las 24 horas.","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",44593,7 meses en Propiedades.com,"
cerro azul 93	","
Actualizada el 17/03/2022	","

2	","

39	","
$ 3 mil MN	","
Ver propiedad
"
"OFECINA CON 4 CUARTOS CON BAÑOS,BAÑO DE VISITAS,COCINA,AIRE DE 180 M2 EN RENTA (8)","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",45292,1 año en Propiedades.com,"
ROCA SOLA	","
Actualizada el 17/03/2022	","

","

180	","
$ 28 mil MN	","
Ver propiedad
"
Oficinas de 30m2 Incluye luz y agua (8),"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",41275,1 año en Propiedades.com,"
Costa azul	","
Actualizada el 17/03/2022	","

","

30	","
$ 10 mil MN	","
Ver propiedad
"
"Oficina sobre Costera Miguel Alemán, a un costado del Centro de Convenciones, excelente ubicación primer y segundo piso se renta junto o por separado 100 metros cada piso (8)","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",42370,5 meses en Propiedades.com,"
COSTERA MIGUEL ALEMAN	","
Actualizada el 17/03/2022	","

","

200	","
$ 13 mil MN	","
Ver propiedad
"
"LOCAL COMERCIAL EN RENTA CUAUHTEMOC 166SE RENTA LOCAL En plaza Cuauhtémoc 166Superficie Aprox 27 m2 Se ubica en 1er. Nivel Ideal para oficina, consultorioTienda de ropa y accesorios etc. Renta mensual 6,000.00 pesos Contrató anual para renta solicita 1 mes de renta deposito 6 mil pesos Cuenta con Elevador Mantenimiento incluido aseo de baños , recolección basura , pasillos limpios Servicios aparte luz, agua y estacionamientoSe Ubica en 1er. NivelEstacionamiento para clientes con cargo extra Alto flujo peatonal y vehicular.","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",44652,6 meses en Propiedades.com,"
sn	","
Actualizada el 17/03/2022	","

","

27	","
$ 6 mil MN	","
Ver propiedad
"
"Oficina en renta 3er piso. 378.5m2 incluye estacionamiento $300 pesos por m2( no incluye mantenimiento ) el mantenimiento el 10% del monto de la renta. $131, 718 PRECIO CON IVA","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",44927,2 años en Propiedades.com,"
Colonia Acapulco de Juárez Centro	","
Actualizada el 17/03/2022	","

N/D	","

378.51	","
$ 131.7 mil MN	","
Ver propiedad
"
"Oficinas Costera Miguel Alemán. excelente ubicación, piso completo posibilidad de subdividir, 475 M2 totales precio $300 pesos por m2. Total: $165,300 pesos con IVA","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",43831,2 años en Propiedades.com,"
Colonia Costa Azul	","
Actualizada el 17/03/2022	","

N/D	","

475	","
$ 165.3 mil MN	","
Ver propiedad
"
"LOCAL COMERCIAL EN RENTA CUAUHTEMOC 166SE RENTA LOCAL En plaza Cuauhtémoc 166Superficie Aprox 27 m2 Se ubica en 1er. Nivel Ideal para oficina, consultorioTienda de ropa y accesorios etc. Renta mensual 6,000.00 pesos Contrató anual para renta solicita 1 mes de renta deposito 6 mil pesos Cuenta con Elevador Mantenimiento incluido aseo de baños , recolección basura , pasillos limpios Servicios aparte luz, agua y estacionamientoSe Ubica en 1er. NivelEstacionamiento para clientes con cargo extra Alto flujo peatonal y vehicular. ID: EB-IN7248","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",44652,6 meses en Propiedades.com,"
Colonia Magallanes	","
Actualizada el 17/03/2022	","

","

27	","
$ 6 mil MN	","
Ver propiedad
"
"Se renta oficina en excelente ubicación. La oficina cuenta con interfon, 2 baños , un baño para hombres y un baño para mujeres. El edificio tiene cámara de vigilancia las 24 horas.",,44593,"
            7 meses en Propiedades.com
            ","
                        cerro azul 93
                      ",Actualizada el 17/03/2022,"
                      
                          
                               2
                          
                      
                    ","
                        
                            
                                40
                            
                        
                    ","
                          $ 3.5 mil MN
                        ","
                    Ver propiedad
                  "
"Renta de oficinas de diferentes medidas y precios, en Edificio muy bien ubicado en Costera Miguel Alemán, junto a notarias, bancos, etc. con elevador y seguridad. precios desde $7,200.00 con 36.47 mtrs (8)",,43101,"
            6 meses en Propiedades.com
            ","
                        Costera Miguel Alemán
                      ",Actualizada el 17/03/2022,"
                      
                          
                               N/D
                          
                      
                    ","
                        
                            
                                 N/D m2
                            
                        
                    ","
                          $ 7.2 mil MN
                        ","
                    Ver propiedad
                  "
"Se renta oficina en excelente ubicación. La oficina cuenta con interfon, 2 baños , un baño para hombres y un baño para mujeres. El edificio tiene cámara de vigilancia las 24 horas.",,44593,7 meses en Propiedades.com,"
cerro azul 93	","
Actualizada el 17/03/2022	",,"

40	","
$ 3.5 mil MN	","
Ver propiedad
"
"Renta de oficinas de diferentes medidas y precios, en Edificio muy bien ubicado en Costera Miguel Alemán, junto a notarias, bancos, etc. con elevador y seguridad. precios desde $7,200.00 con 36.47 mtrs (8)",,43101,6 meses en Propiedades.com,"
Costera Miguel Alemán	","
Actualizada el 17/03/2022	",,"

N/D	","
$ 7.2 mil MN	","
Ver propiedad
"
